id,name,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood,zipcode,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,number_of_reviews,number_of_reviews_ltm,review_scores_rating,reviews_per_month
39748739,✭JANUARY Special✭ + 2 FREE Bikes!✭,100%,f,f,East Village,92101,t,Apartment,Entire home/apt,4,1,1,2,,$140.00 ,6,6,97,2.73
39749049,"LRG BDRM - Ideal for Law or Grad Student, Coder",57%,f,t,Old Town,92110,t,Cottage,Entire home/apt,1,1,1,1,,$35.00 ,1,1,60,1
39749394,***Peaceful atmosphere|Pool|Jacuzzi|Spacious***,98%,f,f,University City,92122,t,Apartment,Entire home/apt,6,2,2,3,,$200.00 ,2,2,60,1.11
39749847,Comfortable bed in a nice home near SDSU,70%,t,f,Redwood Village/Rolando Park,92115,t,House,Private room,1,1,1,1,,$29.00 ,1,1,100,0.48
39750239,Waterfront + AC + Exclusive Ground Level Patio,100%,f,t,Mission Beach,92109,t,Condominium,Entire home/apt,14,3.5,5,8,,$689.00 ,0,0,,
39751686,Entire 2nd Level ☆ 2 Water View Patios ☆ AC,100%,f,t,Mission Beach,92109,t,Condominium,Entire home/apt,16,5,5,8,,$665.00 ,0,0,,
39753691,1 House to Ocean ★ 2 Ocean View Patios ★ Dogs ok,100%,f,t,Mission Beach,92109,t,Condominium,Entire home/apt,15,4,5,8,,$545.00 ,0,0,,
39754305,Casa Don Diego,100%,f,f,North Park,92104,t,House,Private room,1,1,1,1,,$40.00 ,5,5,92,2.78
39754488,1 House to Ocean ★ Exclusive Patio ★ Dogs ok,100%,f,t,Mission Beach,92109,t,Condominium,Entire home/apt,15,3,5,8,,$515.00 ,0,0,,
39755320,The Lighted Tree | Private getaway in Little Italy,100%,t,f,Core-Columbia,92101,t,Condominium,Entire home/apt,6,2.5,2,2,,$280.00 ,3,3,100,2.81
39755930,Excellent location near La Jolla! Polynesian style,100%,f,f,Mira Mesa,92126,t,House,Private room,2,1,1,1,,$45.00 ,0,0,,
39756110,Charming room 2 min walk to SDSU+ King Bed/Netflix,100%,f,f,College East,92115,f,House,Private room,2,1,1,1,,$40.00 ,1,1,100,0.42
39770761,Sonder | VORA | Bright 2BR + Pool,98%,f,f,Grantville,92120,t,Apartment,Entire home/apt,6,2,2,3,,$128.00 ,2,2,90,0.85
39770762,Sonder | VORA | Vibrant 2BR + Pool,98%,f,f,Grantville,92120,t,Apartment,Entire home/apt,6,2,2,3,,$138.00 ,4,4,100,2.03
39770765,Sonder | VORA | Charming 2BR + Pool,98%,f,f,Grantville,92120,t,Apartment,Entire home/apt,6,2,2,3,,$138.00 ,2,2,90,1.82
39770862,Canyon View Suite in Peaceful Mission Hills,100%,f,t,Mission Hill,92103,t,Guest suite,Entire home/apt,2,1,1,1,,$90.00 ,1,1,,0.77
39771461,Sonder | VORA | Coastal 1BR + Pool,98%,f,f,Grantville,92120,t,Apartment,Entire home/apt,4,1,1,2,,$101.00 ,4,4,90,1.69
39771582,Sonder | VORA | Dreamy 1BR + Pool,98%,f,f,Grantville,92120,t,Apartment,Entire home/apt,4,1,1,2,,$104.00 ,1,1,80,1
39773302,"Cozy Room in Hillcrest, San Diego",100%,f,f,Hillcrest,92103,t,Apartment,Private room,2,1,1,1,,$50.00 ,6,6,100,3.33
39773317,1 House to Ocean ★ Entire Second Level ★ Dogs ok,100%,f,t,Mission Beach,92109,t,Condominium,Entire home/apt,12,3,4,6,,$455.00 ,0,0,,
39773980,Sonder | VORA | Serene 2BR + Pool,98%,f,f,Grantville,92120,t,Apartment,Entire home/apt,6,2,2,3,,$138.00 ,1,1,100,0.51
39774064,Sonder | East Village Bungalows | Lovely 1BR,98%,f,f,East Village,92101,t,Apartment,Entire home/apt,4,1,1,2,,$100.00 ,1,1,80,0.58
39775603,2 Levels of Ocean Front ☆ AC ☆ Exclusive Balcony,100%,f,t,Mission Beach,92109,t,Townhouse,Entire home/apt,10,5,3,6,,$670.00 ,0,0,,
39776182,2 Levels of Ocean Front ☆ AC ☆ 2 Corner Units,100%,f,t,Mission Beach,92109,t,Townhouse,Entire home/apt,11,5,3,7,,$680.00 ,0,0,,
39776185,2 Levels of Ocean Front ☆ AC in ❤ of MB,100%,f,t,Mission Beach,92109,t,Townhouse,Entire home/apt,13,6,4,7,,$725.00 ,0,0,,
39776435,6 BR Modern Condo w/ Stunning Views of Balboa Park in DT San Diego ❤by AvantStay,100%,t,f,Park West,92103,f,Apartment,Entire home/apt,13,3,6,6,,$349.00 ,6,6,100,5.45
39776437,Modern & Sleek Condo w/ Large Balcony & Views of Balboa Park ❤ by AvantStay,100%,t,f,Park West,92103,f,Apartment,Entire home/apt,14,2,3,8,,$334.00 ,8,8,100,6.32
39777779,"Penthouse, Amazing View, Condo, Luxury, Downtown",100%,f,f,East Village,92101,t,Loft,Entire home/apt,6,1,0,1,,$299.00 ,21,21,96,8.29
39780009,BRAND NEW cottage.....Up to 6 people.....PARKING !,100%,f,f,Adams North,92116,t,House,Entire home/apt,6,1,0,2,,$140.00 ,11,11,98,6.23
39780422,"Penthouse w/ Stunning Ocean View Pool, Gym + Pkg",98%,f,f,East Village,92101,f,Loft,Entire home/apt,6,2,2,2,,$150.00 ,8,8,88,4.8
39796695,*1BD SkyRise In Downtown SD with AMAZING CITY VIEW,100%,f,f,East Village,92101,t,Apartment,Entire home/apt,2,1,1,1,,$99.00 ,10,10,100,4.48
39798724,Bright spacious private bedroom in La Jolla/UCSD,100%,f,f,University City,92122,t,Apartment,Private room,1,1,1,1,,$61.00 ,3,3,100,1.27
39798747,"Cozy Private Home in South Bay, San Diego",100%,f,t,,92154,t,House,Entire home/apt,8,1,2,2,,$99.00 ,8,8,98,4.62
39801630,Cute cottage house in Normal Heights,57%,f,f,Normal Heights,92116,t,Cottage,Entire home/apt,5,1,1,2,,$550.00 ,1,1,100,0.42
39802188,Modern One Bedroom in North Park,100%,t,t,North Park,92104,t,Townhouse,Entire home/apt,2,1,1,1,,$66.00 ,1,1,100,0.65
39802376,New Family Friendly Home in the Heart of San Diego,100%,f,f,Kensington,92116,f,Guesthouse,Entire home/apt,4,1,1,2,,$99.00 ,0,0,,
39811775,Casa San Diego,97%,f,t,North Park,92103,t,Apartment,Entire home/apt,8,1,2,4,,$159.00 ,1,1,80,1
39812679,Room for rent near Del Mar,100%,f,f,Carmel Valley,92130,f,House,Private room,1,1,1,1,,$100.00 ,0,0,,
39813273,Room for rent near Del Mar,100%,f,f,Carmel Valley,92130,f,House,Private room,1,1,1,1,,$100.00 ,0,0,,
39815747,Midway Drive,100%,f,f,Midway District,92110,t,Apartment,Private room,2,1,1,1,,$150.00 ,0,0,,
39817323,Cottage Cornerstone,N/A,f,t,University Heights,92116,t,Cottage,Entire home/apt,1,1,1,1,,$74.00 ,0,0,,
39819040,$35 Semi-Private room in Mira Mesa/Sorrento Valley,100%,f,f,Mira Mesa,92126,f,Townhouse,Private room,2,1,1,1,,$35.00 ,4,4,85,1.74
39819720,Quaint Private Bedroom in Charming Victorian Home,100%,f,t,Golden Hill,92102,t,House,Private room,2,1.5,1,1,,$42.00 ,2,2,100,2
39820432,La Jolla Resort MASTER Suite,100%,t,f,University City,92122,t,Condominium,Private room,3,1,1,1,,$119.00 ,1,1,100,0.43
39820889,Stylish 4BR HOUSE in the ❤️ of San Diego +A/C Spa,100%,t,f,North Clairemont,92117,t,House,Entire home/apt,8,2,4,4,,$349.00 ,9,9,100,4.09
39820907,Amazing Private Room and Bathroom in MissionValley,100%,t,f,Mission Valley East,92108,f,Townhouse,Private room,2,1,1,1,,$99.00 ,2,2,100,2
39823899,Adorable Cottage House in a Fabulous Location,100%,f,f,University Heights,92116,t,House,Private room,2,1,1,1,,$90.00 ,5,5,100,2.24
39824661,Private room in prime location: North Park!,100%,f,f,University Heights,92104,f,Apartment,Private room,2,1,1,1,,$33.00 ,6,6,97,2.77
39826200,"Sunny, comfortable loft in La Jolla colony",100%,f,f,University City,92122,t,Loft,Entire home/apt,4,1,1,2,,$110.00 ,3,3,93,3
39833043,Quaint Artisans Home- 2 bl. from the Beach,100%,f,f,Ocean Beach,92107,t,Apartment,Private room,2,2,1,1,,$85.00 ,7,7,100,6.36
39837120,304A Lovely San Diego Loft apatment near Downtown/Parking!!,100%,f,f,Cortez,92101,t,Loft,Entire home/apt,4,1,1,2,,$200.00 ,4,4,70,2
39837965,Catamaran on San Diego Bay with a view of Downtown,89%,f,f,La Playa,92106,t,Boat,Private room,2,1,1,1,,$125.00 ,2,2,100,1.54
39838495,"""The Palm house""",100%,f,f,,92154,t,House,Entire home/apt,4,1,2,3,,$150.00 ,3,3,93,1.38
39841672,"Premium North Park location, fully renovated",N/A,f,f,North Park,92104,t,House,Private room,1,1,1,1,,$110.00 ,0,0,,
39841754,Downtown High Rise ★ 1 Bed ✔ Free Pkg,100%,f,t,East Village,92101,f,Apartment,Entire home/apt,6,1,1,1,,$145.00 ,6,6,87,3.21
39842377,"Top floor, modern 2/2 condo in heart of Downtown",100%,t,t,East Village,92101,t,Condominium,Entire home/apt,4,2,2,2,,$150.00 ,3,3,100,2.05
39844324,Cactus Casita,100%,f,f,South Park,92104,t,Guesthouse,Entire home/apt,3,1,1,1,,$100.00 ,5,5,100,2.27
39845302,Cozy Home near San Diego’s Beaches and Bays,100%,f,t,Pacific Beach,92109,f,Townhouse,Entire home/apt,5,1,2,1,,$150.00 ,1,1,100,0.65
39845553,"Luxurious Condo, High Rise, Downtown San Diego",100%,f,f,East Village,92101,t,Condominium,Entire home/apt,8,1,1,2,,$299.00 ,16,16,91,7.06
39847706,Beautiful Downtown San Diego 3 Bedroom Apartment,100%,t,f,East Village,92101,t,Apartment,Entire home/apt,9,2,3,3,,$225.00 ,5,5,100,3.26
39860387,The Master Bedroom,N/A,f,f,,91913,f,Condominium,Private room,2,1,1,1,,$60.00 ,0,0,,
39861455,Asian Suite Close to Downtown San Diego,100%,f,t,Golden Hill,92102,f,Apartment,Entire home/apt,2,1,1,1,,$125.00 ,0,0,,
39864914,Relaxing sunny house(3B),N/A,f,f,Bay Ho,92117,f,House,Entire home/apt,6,3,3,3,,$109.00 ,0,0,,
39868026,DOWNTOWN! MODERN INDUSTRIAL TOWNHOME,82%,t,f,East Village,92101,t,Townhouse,Entire home/apt,8,2.5,2,3,,$190.00 ,6,6,100,2.81
39869536,Prime 1 bedroom in the heart of Mission Beach,100%,t,t,Mission Beach,92109,t,Apartment,Entire home/apt,4,1,1,1,,$110.00 ,12,12,97,6.21
39870918,Spacious home w/ enclosed yard & short walk to the beach!,98%,f,f,La Jolla,92037,t,House,Entire home/apt,6,2.5,4,5,,$534.00 ,2,2,100,1.54
39872054,Oceanfront Penthouse with Sweeping Ocean Views & Steps from Windansea Beach!,100%,f,f,La Jolla,92037,f,Condominium,Entire home/apt,6,2,2,3,,$523.00 ,0,0,,
39872582,"Private, Peaceful near SDSU/Central Location",100%,f,f,Del Cerro,92120,t,House,Private room,2,1,1,1,,$42.00 ,1,1,100,1
39873981,Medical Travelers/Internships Long Stays Welcome!,100%,t,t,,91911,t,House,Private room,1,1,1,1,,$55.00 ,0,0,,
39876682,"Luxurious , Minimalist Condo, Downtown San Diego",100%,f,t,East Village,92101,t,Condominium,Entire home/apt,2,1,0,2,,$85.00 ,0,0,,
39888460,"Master Suite, very clean and quiet for one person",100%,t,f,North Clairemont,92117,t,Apartment,Private room,1,1,1,0,,$110.00 ,0,0,,
39891203,Dreamy Coastal Gem -  < 10min Walk 2 Beaches & FUN,100%,f,f,Del Mar Heights,92014,t,Townhouse,Entire home/apt,4,2,2,2,,$300.00 ,1,1,100,1
39891828,Sleeps 20! Luxury Condo w/ Views of Balboa Park in DT San Diego ❤ by AvantStay,100%,t,f,Park West,92103,f,Apartment,Entire home/apt,20,5,9,14,,$374.00 ,1,1,100,1
39892339,NEW! Beach Area Studio - Walk to Beach or Bay!,100%,t,f,Pacific Beach,92109,t,Apartment,Entire home/apt,2,1,0,1,,$89.00 ,2,2,100,2
39895161,1 bed 1 bath with ballpark views!,100%,f,f,East Village,92101,t,Condominium,Entire home/apt,2,1,1,1,,$130.00 ,0,0,,
39895390,Lovely 1 Bedroom by the Beach,100%,f,f,Mission Beach,92109,t,Apartment,Entire home/apt,3,1,1,2,,$99.00 ,24,24,95,10.43
39896049,WanderJaunt | Ethel | 2BR | North Park,99%,f,t,North Park,92104,t,Condominium,Entire home/apt,6,2,2,3,,"$10,000.00 ",6,6,97,2.69
39896259,Luxury Full Service Apartment Downtown San Diego,100%,t,t,Petco Park,92101,t,Apartment,Entire home/apt,3,1,1,2,,$199.00 ,2,2,100,0.91
39896784,WanderJaunt | Copley | 2BR | North Park,99%,f,t,North Park,92116,t,Apartment,Entire home/apt,6,1,2,3,,"$10,000.00 ",16,16,100,7.16
39900660,BRAND NEW HOME!Near Downtown/ Balboa Park/Coronado,100%,f,f,Sherman Heights,92102,t,Townhouse,Entire home/apt,5,1,2,3,,$131.00 ,5,5,100,2.24
39902470,Cozy and peaceful luxury condominium,75%,f,f,Sabre Springs,92128,t,Condominium,Private room,2,1,1,1,,$65.00 ,0,0,,
39904628,25% discount 1/14-1/16! Talmadge San Diego!,100%,f,f,College West,92115,f,House,Entire home/apt,6,2,3,3,,$143.00 ,6,6,87,4
39913528,Downtown San Diego View From the Heights,99%,f,f,Sherman Heights,92102,t,Guest suite,Entire home/apt,2,1,1,1,,$71.00 ,11,11,98,6.11
39914401,303/A 1bd Modern and bright Downtown loft Apt/Parking,100%,f,f,Cortez,92101,t,Loft,Entire home/apt,4,1,1,2,,$300.00 ,1,1,100,0.94
39914537,307/A 1br and extra bed Loft near San Diego Downtown/Parking included,100%,f,f,Cortez,92101,t,Loft,Entire home/apt,1,1,1,2,,$300.00 ,0,0,,
39919541,Sonder | Jackwill Flats | Quaint 1BR + Balcony,98%,f,f,North Park,92104,t,Apartment,Entire home/apt,4,1,1,2,,$110.00 ,1,1,100,0.57
39919661,Sonder | Jackwill Flats | Chic 2BR,98%,f,f,North Park,92104,t,Apartment,Entire home/apt,6,1,2,3,,$120.00 ,0,0,,
39919810,Sonder | Jackwill Flats | Charming 1BR,98%,f,f,North Park,92104,t,Apartment,Entire home/apt,4,1,1,2,,$107.00 ,1,1,80,0.64
39919814,Sonder | Jackwill Flats | Ideal 1BR,98%,f,f,North Park,92104,t,Apartment,Entire home/apt,4,1,1,2,,$111.00 ,2,2,100,1.33
39922407,Honeycomb Hideout - Pacific Beach,100%,f,f,Pacific Beach,92109,t,House,Private room,1,1.5,1,1,,$55.00 ,0,0,,
39926480,An amazing 3/2 modern beauty...feel zen,100%,f,f,Bay Park,92117,f,Condominium,Entire home/apt,6,2,3,3,,$500.00 ,0,0,,
39929306,Luxury apartment San Diego - Peony,98%,f,f,East Village,92101,f,Apartment,Entire home/apt,4,2,2,1,,$115.00 ,12,12,90,5.81
39929660,Downtown living in America's Finest City,N/A,f,f,East Village,92101,t,Condominium,Private room,4,1,1,2,,$135.00 ,0,0,,
39939720,Cozy n Cool Condo,100%,f,f,El Cerrito,92115,t,Condominium,Entire home/apt,4,2,2,2,,$57.00 ,2,2,100,2
39942773,FAMILY OCEANVIEW MISSION BEACH BIKES BOARD PARKING,100%,f,f,Mission Beach,92109,t,Apartment,Entire home/apt,6,1,2,3,,$99.00 ,6,6,100,4.62
39943041,Elegant Retreat Steps From The Giant Dipper,100%,t,t,Mission Beach,92109,t,Apartment,Entire home/apt,4,1,1,1,,$99.00 ,10,10,100,4.84
39943531,OCEAN VIEW PAD MISSION BEACH BIKES BOARD PARKING,100%,f,f,Mission Beach,92109,t,Apartment,Entire home/apt,4,1,2,2,,$149.00 ,1,1,100,1
39944148,Cozy Room in Central San Diego,100%,f,f,Serra Mesa,92123,f,Apartment,Private room,2,1,1,1,,$39.00 ,8,8,94,3.48
39946065,"Near beach, SeaWorld, 2 bedroom",100%,f,f,Point Loma Heights,92107,f,House,Entire home/apt,4,1,2,3,,$89.00 ,0,0,,
39947635,Private Room in Beach House,100%,f,f,,92154,t,House,Private room,2,2,1,1,,$69.00 ,2,2,100,2
39948483,New Listing! Point Loma Paradise w/ Bay Views,100%,f,f,La Playa,92106,f,House,Entire home/apt,10,3.5,4,7,,$267.00 ,0,0,,
39949057,Luxury Downtown Unit,100%,f,f,East Village,92101,t,Apartment,Entire home/apt,3,1,1,1,,$165.00 ,2,2,60,1.07
39950209,Perfect Holiday Stay-Parking Available!,N/A,f,f,Kensington,92116,f,Apartment,Private room,2,1,1,1,,$70.00 ,0,0,,
39950449,Mission Beachfront Oasis 1 - Right on the sand!,97%,f,t,Mission Beach,92109,t,House,Entire home/apt,8,2,3,4,,$325.00 ,0,0,,
39955632,Studio @ polk2. North park,100%,f,f,Corridor,92104,f,Loft,Entire home/apt,2,1,,1,,$60.00 ,0,0,,
39964898,"View Home in Mission Beach with 3 beds, 3.5 baths",100%,f,f,Mission Beach,92109,t,House,Entire home/apt,10,3.5,3,4,,$240.00 ,0,0,,
39967212,Beautiful 2 Bedroom 2 Bathroom Condo in PB#2,78%,f,t,Pacific Beach,92109,t,Condominium,Entire home/apt,5,2,2,5,,$80.00 ,1,1,100,1
39969295,Updated Beachside House in Central Mission Beach,100%,f,t,Mission Beach,92109,t,House,Entire home/apt,8,3,3,3,,$309.00 ,1,1,100,1
39969718,♦ NEW LUXURY LISTING ♦ GREAT DEAL; SPA; FIREPLACE; YARD,100%,t,t,Midtown,92103,f,House,Entire home/apt,4,1,1,2,,$119.00 ,6,6,97,3.83
39970310,Luxurious Loft in the heart of San Diego!,100%,f,t,East Village,92101,t,Loft,Entire home/apt,6,1.5,1,4,,$120.00 ,11,11,100,5
39970856,"Penthouse w/ DT Views Pool, Hot Tub, Gym + Pkg",98%,f,f,East Village,92101,f,Condominium,Entire home/apt,8,2,2,2,,$183.00 ,7,7,80,3.96
39971905,WanderJaunt | Alta | 3BR | Balboa Park,99%,f,t,Golden Hill,92102,t,Townhouse,Entire home/apt,8,2.5,3,4,,"$10,000.00 ",12,12,98,5.37
39972633,"Long Term One Bedroom Rental in Old Town, SD,CA",83%,f,f,Old Town,92110,t,Apartment,Entire home/apt,2,1,1,1,,$75.00 ,2,2,70,1.4
39975340,Doliva,100%,f,t,Clairemont Mesa East,92117,t,House,Private room,4,1,2,4,,$65.00 ,1,1,100,0.49
39975739,San Diego Bungalow,100%,f,f,Bay Park,92110,f,Bungalow,Entire home/apt,6,1.5,2,3,,$169.00 ,0,0,,
39976078,"3BR Condo, Private Rooftop Deck w/ Ocean Views!",100%,f,f,Mission Beach,92109,t,Condominium,Entire home/apt,8,2,3,5,,$275.00 ,3,3,100,3
39976970,Charming La Mesa Home,100%,t,f,Redwood Village/Rolando Park,91941,t,House,Entire home/apt,7,1,3,4,,$149.00 ,10,10,100,5.17
39986165,2b 2b  Downtown SD.,100%,f,f,East Village,92101,t,Loft,Entire home/apt,6,2,2,3,,$280.00 ,0,0,,
39986473,Luxury 3 Bedroom Retreat in Prime Pacific Beach,100%,t,t,Pacific Beach,92109,t,House,Entire home/apt,10,3,3,4,,$239.00 ,11,11,98,5.59
39989015,Boardwalk Beach Condo + Parking!!,100%,f,f,Pacific Beach,92109,t,Condominium,Entire home/apt,6,2,2,5,,$198.00 ,4,4,90,3.08
39990433,BRAND NEW HOME! Queen bedroom by Downtown,100%,f,f,Sherman Heights,92102,t,Townhouse,Private room,2,1,1,1,,$114.00 ,0,0,,
39990626,Executive Duplex Pacific Beach 49 Hornblend,100%,f,f,Pacific Beach,92109,t,Apartment,Entire home/apt,4,1,1,1,,$125.00 ,1,1,100,1
39992311,Must SEE! 3 Min from Downtown Beautiful 1 Bedroom.,100%,f,f,Mission Hill,92110,t,Apartment,Private room,2,1,1,1,,$49.00 ,10,10,94,4.92
40007349,Gorgeous House near Downtown Gaslamp Convention,90%,f,f,Golden Hill,92102,f,House,Entire home/apt,8,3,3,3,,$169.00 ,0,0,,
40008576,Bay Park Modern Charmer 5 Minutes to Mission Bay,100%,t,t,Bay Park,92110,t,Guesthouse,Entire home/apt,4,1,1,2,,$120.00 ,9,9,93,4.35
40011365,BRAND NEW HOME- Full size bedroom by Downtown,100%,f,f,Sherman Heights,92102,t,Townhouse,Private room,2,1,1,1,,$65.00 ,1,1,100,1
40011636,Fabulous studio in Hillcrest with sunset patio,100%,f,f,University Heights,92103,t,Guesthouse,Entire home/apt,2,1,0,1,,$99.00 ,2,2,100,1.13
40011644,Artfully-styled bungalow in the heart of it all!,100%,f,f,Normal Heights,92116,t,House,Entire home/apt,5,1,2,3,,$129.00 ,2,2,100,1.3
40012459,2BD/2BA Home Overlooking Petco Park & Conv Center,100%,f,f,Gaslamp,92101,t,Condominium,Entire home/apt,5,2,2,2,,$149.00 ,0,0,,
40031062,A centrally located garden oasis near downtown!!!,100%,t,t,Midtown,92103,t,Guesthouse,Entire home/apt,6,2.5,3,3,,$150.00 ,13,13,100,6.39
40031172,Spacious home in Kensington neighborhood,99%,f,f,Kensington,92116,t,Guest suite,Entire home/apt,4,1,2,2,,$60.00 ,7,7,91,5.25
40032254,20% OFF Ocean-Views by the Beach close to SeaWorld,100%,f,f,Mission Beach,92109,t,Apartment,Entire home/apt,8,1,2,3,,$299.00 ,10,10,84,5.45
40034064,The Jacaranda house,N/A,f,t,Serra Mesa,92123,f,House,Private room,2,1,1,1,,$150.00 ,0,0,,
40034451,MISSION BEACH - OCEAN & BAY VIEWS - ROOF TOP DECK,N/A,f,f,Mission Beach,92109,t,Townhouse,Entire home/apt,10,2.5,3,5,,$310.00 ,0,0,,
40035251,WanderJaunt | Townsend | 1BR | North Park,99%,f,t,Corridor,92104,t,Townhouse,Entire home/apt,4,1,1,2,,"$10,000.00 ",6,6,93,3.6
40035260,Ocean 3 Blocks *Exclusive Backyard *AC *1st Level,100%,f,t,La Jolla,92037,t,Condominium,Entire home/apt,6,1.5,2,3,,$175.00 ,2,2,90,1.5
40035701,Mission Beachfront Oasis 2,97%,f,t,Mission Beach,92109,t,House,Entire home/apt,10,3,4,5,,$425.00 ,0,0,,
40036138,Ocean 3 Blocks * Prof Design * AC * 2 Levels,100%,f,t,La Jolla,92037,t,Condominium,Entire home/apt,12,3.5,4,6,,$385.00 ,1,1,100,1
40036396,"Pacific Beach, Entire apartment 1 block from Beach",100%,f,f,Pacific Beach,92109,t,Apartment,Entire home/apt,6,1,2,3,,$140.00 ,4,4,90,1.88
40036965,Clean and cozy Pacific Beach condo w/ parking,100%,f,f,Pacific Beach,92109,t,Condominium,Entire home/apt,2,2,1,1,,$105.00 ,4,4,100,2.61
40037315,New! Smoker Friendly 2br Pacific Beach Apartment,100%,t,f,Pacific Beach,92109,t,Apartment,Entire home/apt,8,2,2,2,,$275.00 ,0,0,,
40039641,1bed/bath in UTC La Jolla,100%,f,f,University City,92122,t,Apartment,Private room,2,1,1,1,,$55.00 ,3,3,100,1.84
40042364,Rooftop patio w/ Ocean views steps from the beach,100%,t,f,Mission Beach,92109,f,Apartment,Entire home/apt,4,1,0,2,,$199.00 ,8,8,98,4.07
40048053,"Perfect one bed room for business trips. Sd, ca",N/A,f,f,Midtown,92103,f,Apartment,Entire home/apt,4,1,1,1,,$300.00 ,0,0,,
40052336,Meet Nelly!,50%,f,f,Pacific Beach,92109,f,Camper/RV,Entire home/apt,2,1,0,1,,$120.00 ,0,0,,
40056552,Incredible College East Home With Large Backyard,99%,f,f,College East,92115,t,Guest suite,Entire home/apt,8,1,4,4,,$100.00 ,1,1,,1
40059914,Punto Di Vista,100%,f,f,Point Loma Heights,92106,t,House,Entire home/apt,6,2.5,3,4,,$500.00 ,2,2,100,2
40063883,Relax in Stylish residence w/Jacuzzi in North Park,100%,f,t,North Park,92104,t,House,Entire home/apt,8,2,3,4,,$125.00 ,5,5,96,5
40065359,Ocean Breeze Rooftop Deck 2BR+Loft Sleeps 10,96%,f,f,Mission Beach,92109,t,Condominium,Entire home/apt,10,2,2,5,,$308.00 ,1,1,100,1
40067845,Private Room in the heart of North Park,100%,f,f,University Heights,92104,t,Apartment,Private room,2,1,1,1,,$50.00 ,1,1,100,0.52
40068043,Amazing Azalea Park Home,100%,t,f,Azalea/Hollywood Park,92105,t,House,Entire home/apt,16,2,3,8,,$225.00 ,4,4,100,2.5
40069062,55+ Luxury Community Close to Downtown - Pines 411,100%,f,t,Alta Vista,91950,t,Apartment,Entire home/apt,2,1,1,0,,$120.00 ,0,0,,
40071267,"Cute one bedroom condo, 6 miles to downtown",100%,f,f,Chollas Creek,92103,f,Condominium,Entire home/apt,3,1,1,1,,$40.00 ,2,2,80,1.11
40071503,Luxurious Villa Getaway. Close to Balboa Park & DT,100%,f,f,Hillcrest,92103,t,Apartment,Entire home/apt,7,2.5,3,4,,$225.00 ,4,4,93,2
40084321,Two Side by Side Houses in Prime Pacific Beach,100%,t,t,Pacific Beach,92109,t,House,Entire home/apt,16,5,5,8,,$479.00 ,0,0,,
40085809,Private bedroom w/ private bath,100%,t,f,East Village,92101,t,Condominium,Private room,2,1,1,0,,$30.00 ,9,9,100,5
40086974,Downtown Vibes #A - Close to Downtown,97%,f,f,Sherman Heights,92102,t,Townhouse,Entire home/apt,10,1,2,4,,$179.00 ,0,0,,
40089022,Up to date elegant 2 bedroom in heart of Downtown,100%,f,f,Core-Columbia,92101,f,Apartment,Entire home/apt,4,1,2,2,,$120.00 ,5,5,88,2.68
40090020,Victorian Artist's House,95%,f,f,Little Italy,92101,t,House,Entire home/apt,16,3,5,17,,$299.00 ,3,3,80,1.55
40090487,♦ NEW LUXURY LISTING ♦ FANTASTIC DEAL; INSANE VIEWS; FIREPLACE,100%,t,t,Midtown,92103,f,House,Entire home/apt,6,1,1,3,,$119.00 ,0,0,,
40090489,♦ NEW LUXURY LISTING ♦ GR8 DEAL; VIEWS; SPA; FIREPLACE; YARD,100%,t,t,Midtown,92103,f,House,Entire home/apt,8,2,2,5,,$199.00 ,1,1,100,1
40091006,Gaslamp - Super Cozy 1 Bdr /w Free Pkg,100%,f,t,East Village,92101,t,Apartment,Entire home/apt,6,1,1,3,,$129.00 ,0,0,,
40091122,Three Level Condo in the Heart of Little Italy,100%,f,f,Little Italy,92101,t,Condominium,Entire home/apt,4,2,2,2,,$120.00 ,4,4,100,2.55
40092589,Marcy Ave,100%,f,t,Logan Heights,92113,t,House,Entire home/apt,8,3,4,6,,$449.00 ,3,3,87,1.96
40092835,Warm and cozy two bedroom!!,100%,f,f,Stockton,92104,f,House,Entire home/apt,4,1.5,1,1,,$600.00 ,0,0,,
40095913,Sparkling Clean Modern Apartment w/ Hot Tub & Gym,100%,f,t,Petco Park,92113,t,Apartment,Entire home/apt,6,1,1,1,,$138.00 ,4,4,100,4
40096012,Single room/private bath in condo,100%,f,f,Mission Valley East,92108,t,Condominium,Private room,2,1,1,1,,$70.00 ,3,3,100,3
40109114,Cozy Artist’s Craftsman,100%,f,t,North Park,92116,t,House,Entire home/apt,3,1,2,2,,$175.00 ,1,1,100,1
40110199,Sonder | The Continental | Serene Studio + Balcony,98%,f,f,Little Italy,92101,t,Apartment,Entire home/apt,2,1,0,1,,$124.00 ,0,0,,
40110417,Sonder | The Continental | Warm Studio + Balcony,98%,f,f,Little Italy,92101,t,Apartment,Entire home/apt,2,1,0,1,,$111.00 ,5,5,100,2.83
40110787,Sonder | The Continental | Ideal Studio + Balcony,98%,f,f,Little Italy,92101,t,Apartment,Entire home/apt,2,1,0,1,,$128.00 ,2,2,80,1.15
40111058,Relaxing East Village Ballpark Condo!,67%,f,t,East Village,92101,t,Condominium,Entire home/apt,2,1,1,1,,$114.00 ,0,0,,
40111782,Oasis #C - Close Proximity to Downtown,97%,f,f,Logan Heights,92113,t,Guesthouse,Entire home/apt,4,1,0,1,,$89.00 ,6,6,87,3.83
